title,author,pg_code,author_id,book_id
The Shuttle,"Burnett, Frances Hodgson",506,2614,7
Adam Bede,"Eliot, George",507,5415,1
Twice-Told Tales,"Hawthorne, Nathaniel",508,7901,2
The Purcell Papers — Volume 1,"Le Fanu, Joseph Sheridan",509,10235,0
The Purcell Papers — Volume 2,"Le Fanu, Joseph Sheridan",510,10235,1
The Purcell Papers — Volume 3,"Le Fanu, Joseph Sheridan",511,10235,2
Mosses from an old manse,"Hawthorne, Nathaniel",512,7901,3
"The snow-image, and other twice-told tales","Hawthorne, Nathaniel",513,7901,4
Little Women,"Alcott, Louisa May",514,213,1
Margret Howth: A Story of To-day,"Davis, Rebecca Harding",515,4540,1
The Silverado Squatters,"Stevenson, Robert Louis",516,16557,26
The Emerald City of Oz,"Baum, L. Frank (Lyman Frank)",517,1178,7
The Enchanted Island of Yew: Whereon Prince Marvel Encountered the High Ki of Twi and Other Surprising People,"Baum, L. Frank (Lyman Frank)",518,1178,8
A Kidnapped Santa Claus,"Baum, L. Frank (Lyman Frank)",519,1178,9
The Life and Adventures of Santa Claus,"Baum, L. Frank (Lyman Frank)",520,1178,10
The Life and Adventures of Robinson Crusoe,"Defoe, Daniel",521,4669,2
The Chinese Boy and Girl,"Headland, Isaac Taylor",522,7971,0
"Court Life in China: The Capital, Its Officials and People","Headland, Isaac Taylor",523,7971,1
Ann Veronica: A Modern Love Story,"Wells, H. G. (Herbert George)",524,18387,4
"Youth, a Narrative","Conrad, Joseph",525,3750,6
Heart of Darkness,"Conrad, Joseph",526,3750,7
The End of the Tether,"Conrad, Joseph",527,3750,8
"Joe the Hotel Boy; Or, Winning out by Pluck","Alger, Horatio, Jr.",528,258,4
Knights of Art: Stories of the Italian Painters,"Steedman, Amy",529,16452,0
"Driven from Home; Or, Carl Crawford's Experience","Alger, Horatio, Jr.",530,258,5
The Gaming Table: Its Votaries and Victims. Volume 2 (of 2),"Steinmetz, Andrew",531,16480,1
At the Foot of the Rainbow,"Stratton-Porter, Gene",532,16707,4
The Song of the Cardinal,"Stratton-Porter, Gene",533,16707,5
An Inland Voyage,"Stevenson, Robert Louis",534,16557,27
Travels with a donkey in the Cevennes,"Stevenson, Robert Louis",535,16557,28
A Footnote to History: Eight Years of Trouble in Samoa,"Stevenson, Robert Louis",536,16557,29
Tales of Terror and Mystery,"Doyle, Arthur Conan",537,5036,11
Jean of the Lazy A,"Bower, B. M.",538,2011,0
A. W. Kinglake: A Biographical and Literary Study,"Tuckwell, William",539,17479,0
The Age of Innocence,"Wharton, Edith",541,18481,7
Main Street,"Lewis, Sinclair",543,10504,0
Anne's House of Dreams,"Montgomery, L. M. (Lucy Maud)",544,12236,4
At the Earth's Core,"Burroughs, Edgar Rice",545,2643,17
Baron Trigault's Vengeance,"Gaboriau, Emile",547,6441,1
Silas Marner,"Eliot, George",550,5415,2
The Land That Time Forgot,"Burroughs, Edgar Rice",551,2643,18
The People That Time Forgot,"Burroughs, Edgar Rice",552,2643,19
Out of Time's Abyss,"Burroughs, Edgar Rice",553,2643,20
The Contrast,"Tyler, Royall",554,17556,0
The Unbearable Bassington,Saki,555,15176,1
Rewards and Fairies,"Kipling, Rudyard",556,9775,2
Puck of Pook's Hill,"Kipling, Rudyard",557,9775,3
The Thirty-Nine Steps,"Buchan, John",558,2481,0
Greenmantle,"Buchan, John",559,2481,1
Mr. Standfast,"Buchan, John",560,2481,2
The Further Adventures of Robinson Crusoe,"Defoe, Daniel",561,4669,3
The Go Ahead Boys and the Racing Motor-Boat,"Kay, Ross",562,9491,0
The Mystery of Edwin Drood,"Dickens, Charles",564,4793,2
The Zincali: An Account of the Gypsies of Spain,"Borrow, George",565,1933,3
The History of the Thirty Years' War,"Schiller, Friedrich",566,15364,0
"The Complete Works of Brann, the Iconoclast — Volume 01","Brann, William Cowper",567,2135,0
"The Complete Works of Brann, the Iconoclast — Volume 10","Brann, William Cowper",568,2135,1
"The Complete Works of Brann, the Iconoclast — Volume 12","Brann, William Cowper",569,2135,2
The 1995 CIA World Factbook,United States. Central Intelligence Agency,571,17623,5
The Great Big Treasury of Beatrix Potter,"Potter, Beatrix",572,13971,0
Tales from Shakespeare,"Lamb, Charles",573,10047,0
Poems of William Blake,"Blake, William",574,1744,0
"The Essays or Counsels, Civil and Moral","Bacon, Francis",575,763,0
"The Works of Samuel Johnson, in Sixteen Volumes. Volume 04","Johnson, Samuel",577,9291,0
The Poems of Sidney Lanier,"Lanier, Sidney",579,10127,0
The Pickwick Papers,"Dickens, Charles",580,4793,3
A Collection of Beatrix Potter Stories,"Potter, Beatrix",582,13971,1
The Woman in White,"Collins, Wilkie",583,3647,2
"Religio Medici, Hydriotaphia, and the Letter to a Friend","Browne, Thomas, Sir",586,2416,0
Danny's Own Story,"Marquis, Don",587,11320,1
Master Humphrey's Clock,"Dickens, Charles",588,4793,4
Catriona,"Stevenson, Robert Louis",589,16557,30
Flame and Shadow,"Teasdale, Sara",591,17033,2
"The Chinese Nightingale, and Other Poems","Lindsay, Vachel",592,10566,1
"A Selection from the Writings of Guy De Maupassant, Vol. I","Maupassant, Guy de",593,11537,0
"The Sisters' Tragedy, with Other Poems, Lyrical and Dramatic","Aldrich, Thomas Bailey",595,228,0
Rivers to the Sea,"Teasdale, Sara",596,17033,3
"Heimskringla; Or, The Chronicle of the Kings of Norway",Snorri Sturluson,598,16169,0
Vanity Fair,"Thackeray, William Makepeace",599,17080,0
Notes from the Underground,"Dostoyevsky, Fyodor",600,4974,0
The Monk: A Romance,"Lewis, M. G. (Matthew Gregory)",601,10499,0
Letters of George Borrow to the British and Foreign Bible Society,"Borrow, George",603,1933,4
Gulliver of Mars,"Arnold, Edwin Lester",604,576,0
Pellucidar,"Burroughs, Edgar Rice",605,2643,21
Areopagitica: A Speech for the Liberty of Unlicensed Printing to the Parliament of England,"Milton, John",608,12100,4
Idylls of the King,"Tennyson, Alfred Tennyson, Baron",610,17056,0
Prester John,"Buchan, John",611,2481,3
"The Constitution of Japan, 1946",Japan,612,9139,0
"The Constitution of the Empire of Japan, 1889",Japan,613,9139,1
"Across the Plains, with Other Memories and Essays","Stevenson, Robert Louis",614,16557,31
"Prayers Written At Vailima, and A Lowden Sabbath Morn","Stevenson, Robert Louis",616,16557,32
The Warden,"Trollope, Anthony",619,17428,0
Sylvie and Bruno,"Carroll, Lewis",620,2985,2
The Varieties of Religious Experience: A Study in Human Nature,"James, William",621,9115,0
The Letters of Robert Louis Stevenson — Volume 1,"Stevenson, Robert Louis",622,16557,33
"The Battle of the Books, and other Short Pieces","Swift, Jonathan",623,16883,0
"Looking Backward, 2000 to 1887","Bellamy, Edward",624,1360,0
Ponkapog Papers,"Aldrich, Thomas Bailey",625,228,1
Essays of Travel,"Stevenson, Robert Louis",627,16557,34
Memoirs of Extraordinary Popular Delusions — Volume 1,"Mackay, Charles",636,11055,0
The Letters of Robert Louis Stevenson — Volume 2,"Stevenson, Robert Louis",637,16557,35
An Outcast of the Islands,"Conrad, Joseph",638,3750,9
"The God-Idea of the Ancients; Or, Sex in Religion","Gamble, Eliza Burt",639,6486,0
The Yellow Fairy Book,"Lang, Andrew",640,10099,2
The Violet Fairy Book,"Lang, Andrew",641,10099,3
The Altar of the Dead,"James, Henry",642,9104,9
The Death of the Lion,"James, Henry",643,9104,10
The Haunted Man and the Ghost's Bargain,"Dickens, Charles",644,4793,5
The Figure in the Carpet,"James, Henry",645,9104,11
The Coral Island: A Tale of the Pacific Ocean,"Ballantyne, R. M. (Robert Michael)",646,910,0
The Dynamiter,"Stevenson, Robert Louis",647,16557,36
"Wild Wales: Its People, Language and Scenery","Borrow, George",648,1933,5
Pictures from Italy,"Dickens, Charles",650,4793,6
Phantasmagoria and Other Poems,"Carroll, Lewis",651,2985,3
"Rasselas, Prince of Abyssinia","Johnson, Samuel",652,9291,1
The Chimes: A Goblin Story of Some Bells That Rang an Old Year out and a New Year In,"Dickens, Charles",653,4793,7
Grace Abounding to the Chief of Sinners,"Bunyan, John",654,2560,2
Life and Letters of Robert Browning,"Orr, Sutherland, Mrs.",655,13157,0
Life of Robert Browning,"Sharp, William",656,15659,0
"Paul the Peddler; Or, The Fortunes of a Young Street Merchant","Alger, Horatio, Jr.",659,258,6
The Gutenberg Webster's Unabridged Dictionary: Section A and B,Project Gutenberg,660,14112,1
The Gutenberg Webster's Unabridged Dictionary: Section C,Project Gutenberg,661,14112,2
The Gutenberg Webster's Unabridged Dictionary: Section D and E,Project Gutenberg,662,14112,3
"The Gutenberg Webster's Unabridged Dictionary: Section F, G and H",Project Gutenberg,663,14112,4
"The Gutenberg Webster's Unabridged Dictionary: Section M, N, and O",Project Gutenberg,665,14112,6
The Gutenberg Webster's Unabridged Dictionary: Section P and Q,Project Gutenberg,666,14112,7
The Gutenberg Webster's Unabridged Dictionary: Section R,Project Gutenberg,667,14112,8
The Gutenberg Webster's Unabridged Dictionary: Section S,Project Gutenberg,668,14112,9
"The Gutenberg Webster's Unabridged Dictionary: Section T, U, V, and W",Project Gutenberg,669,14112,10
"The Gutenberg Webster's Unabridged Dictionary: Section X, Y, and Z",Project Gutenberg,670,14112,11
"Phil, the Fiddler","Alger, Horatio, Jr.",671,258,7
The Gutenberg Webster's Unabridged Dictionary,Project Gutenberg,673,14112,12
Plutarch: Lives of the noble Grecians and Romans,Plutarch,674,13871,0
American Notes,"Dickens, Charles",675,4793,8
The Battle of Life,"Dickens, Charles",676,4793,9
"The Heroes; Or, Greek Fairy Tales for My Children","Kingsley, Charles",677,9756,0
The Cricket on the Hearth: A Fairy Tale of Home,"Dickens, Charles",678,4793,10
Poems,"Harper, Frances Ellen Watkins",679,7682,0
Creatures That Once Were Men,"Gorky, Maksim",681,6966,0
The Compleat Angler,"Walton, Izaak",683,18092,0
A Personal Record,"Conrad, Joseph",687,3750,10
"The Goodness of St. Rocque, and Other Stories","Dunbar-Nelson, Alice Moore",688,5160,0
The Kreutzer Sonata and Other Stories,"Tolstoy, Leo, graf",689,17309,1
Proposed Roads to Freedom,"Russell, Bertrand",690,15071,0
The Complete Works of James Whitcomb Riley — Volume 1,"Riley, James Whitcomb",691,14661,0
The Complete Works of James Whitcomb Riley — Volume 10,"Riley, James Whitcomb",692,14661,1
"The Autobiography of a Quack, and The Case of George Dedlow","Mitchell, S. Weir (Silas Weir)",693,12142,0
"Glaucus; Or, The Wonders of the Shore","Kingsley, Charles",695,9756,1
The Castle of Otranto,"Walpole, Horace",696,18058,0
The Light Princess,"MacDonald, George",697,10950,2
Memoir of Fleeming Jenkin,"Stevenson, Robert Louis",698,16557,37
A Child's History of England,"Dickens, Charles",699,4793,11
The Old Curiosity Shop,"Dickens, Charles",700,4793,12
The King of the Golden River,"Ruskin, John",701,15067,0
The Mansion,"Van Dyke, Henry",704,17739,0
The Roadmender,"Fairless, Michael",705,5664,0
The Amateur Cracksman,"Hornung, E. W. (Ernest William)",706,8565,0
Raffles: Further Adventures of the Amateur Cracksman,"Hornung, E. W. (Ernest William)",707,8565,1
The Princess and the Goblin,"MacDonald, George",708,10950,3
The Princess and Curdie,"MacDonald, George",709,10950,4
"Love of Life, and Other Stories","London, Jack",710,10685,3
Allan Quatermain,"Haggard, H. Rider (Henry Rider)",711,7398,0
"Thomas Jefferson, a Character Sketch","Ellis, Edward Sylvester",712,5448,0
Memoirs of Extraordinary Popular Delusions — Volume 2,"Mackay, Charles",713,11055,1
The Bobbsey Twins in the Country,"Hope, Laura Lee",714,8520,0
The Moon Endureth: Tales and Fancies,"Buchan, John",715,2481,4
The Cruise of the Jasper B.,"Marquis, Don",716,11320,2
Chita: A Memory of Last Island,"Hearn, Lafcadio",717,7981,0
Tono-Bungay,"Wells, H. G. (Herbert George)",718,18387,5
The Plays of W. E. Henley and R. L. Stevenson,"Henley, William Ernest",719,8058,0
Almayer's Folly: A Story of an Eastern River,"Conrad, Joseph",720,3750,11
The Birds' Christmas Carol,"Wiggin, Kate Douglas Smith",721,18652,1
"James Otis, the Pre-Revolutionist","Ridpath, John Clark",722,14640,0
"Henry James, Jr.","Howells, William Dean",723,8670,1
The Man of Letters as a Man of Business,"Howells, William Dean",724,8670,2
Men of Invention and Industry,"Smiles, Samuel",725,15994,1
A Psychological Counter-Current in Recent Fiction,"Howells, William Dean",726,8670,3
Emile Zola,"Howells, William Dean",728,8670,4
Oliver Twist,"Dickens, Charles",730,4793,13
History of the Decline and Fall of the Roman Empire — Volume 1,"Gibbon, Edward",731,6676,0
History of the Decline and Fall of the Roman Empire — Volume 2,"Gibbon, Edward",732,6676,1
History of the Decline and Fall of the Roman Empire — Volume 3,"Gibbon, Edward",733,6676,2
History of the Decline and Fall of the Roman Empire — Volume 4,"Gibbon, Edward",734,6676,3
History of the Decline and Fall of the Roman Empire — Volume 5,"Gibbon, Edward",735,6676,4
History of the Decline and Fall of the Roman Empire — Volume 6,"Gibbon, Edward",736,6676,5
The Bobbsey Twins at School,"Hope, Laura Lee",737,8520,1
The Puzzle of Dickens's Last Plot,"Lang, Andrew",738,10099,4
Thomas Hart Benton's Remarks to the Senate on the Expunging Resolution,"Benton, Thomas Hart",741,1460,0
"Thoughts on Man, His Nature, Productions and Discoveries: Interspersed with Some Particulars Respecting the Author","Godwin, William",743,6865,0
Burning Daylight,"London, Jack",746,10685,4
Anomalies and Curiosities of Medicine,"Gould, George M. (George Milbrey)",747,6987,0
The Brother of Daphne,"Yates, Dornford",748,19220,0
Barlaam and Ioasaph,"John of Damascus, Saint",749,9249,0
The Autocrat of the Breakfast-Table,"Holmes, Oliver Wendell",751,8459,0
Arizona nights,"White, Stewart Edward",753,18564,1
The Story of Mankind,"Van Loon, Hendrik Willem",754,17745,0
A Lady's Life in the Rocky Mountains,"Bird, Isabella L. (Isabella Lucy)",755,1645,0
"Fifty ""Bab"" Ballads: Much Sound and Little Sense","Gilbert, W. S. (William Schwenck)",757,6727,0
James Pethel,"Beerbohm, Max, Sir",759,1304,0
Enoch Soames: A Memory of the Eighteen-Nineties,"Beerbohm, Max, Sir",760,1304,1
A. V. Laider,"Beerbohm, Max, Sir",761,1304,2
The Round-Up: A Romance of Arizona; Novelized from Edmund Day's Melodrama,"Murray, John",763,12573,0
"Hans Brinker; Or, The Silver Skates","Dodge, Mary Mapes",764,4907,0
The Moon Pool,"Merritt, Abraham",765,11925,0
David Copperfield,"Dickens, Charles",766,4793,14
Agnes Grey,"Brontë, Anne",767,2283,0
The Story of the Treasure Seekers: Being the Adventures of the Bastable Children in Search of a Fortune,"Nesbit, E. (Edith)",770,12718,0
Biographical Notes on the Pseudonymous Bells,"Brontë, Charlotte",771,2284,0
Moral Emblems,"Stevenson, Robert Louis",772,16557,38
"Lord Arthur Savile's Crime; The Portrait of Mr. W.H., and Other Stories","Wilde, Oscar",773,18672,2
Essays and Lectures,"Wilde, Oscar",774,18672,3
When the Sleeper Wakes,"Wells, H. G. (Herbert George)",775,18387,6
Hermione and Her Little Group of Serious Thinkers,"Marquis, Don",776,11320,3
Five Children and It,"Nesbit, E. (Edith)",778,12718,1
The Tragical History of Doctor Faustus: From the Quarto of 1604,"Marlowe, Christopher",779,11315,0
The War in the Air,"Wells, H. G. (Herbert George)",780,18387,7
The Travels of Sir John Mandeville,"Mandeville, John, Sir",782,11211,0
The Lost City,"Badger, Jos. E. (Joseph Edward)",783,777,0
Boyhood in Norway: Stories of Boy-Life in the Land of the Midnight Sun,"Boyesen, Hjalmar Hjorth",784,2047,1
On the Nature of Things,"Lucretius Carus, Titus",785,10822,0
Hard Times,"Dickens, Charles",786,4793,15
The Man Between: An International Romance,"Barr, Amelia E.",787,1042,1
The Red One,"London, Jack",788,10685,5
The Gathering of Brother Hilarius,"Fairless, Michael",789,5664,1
Lady Windermere's Fan,"Wilde, Oscar",790,18672,4
The Princess,"Tennyson, Alfred Tennyson, Baron",791,17056,1
"Wieland; Or, The Transformation: An American Tale","Brown, Charles Brockden",792,2338,0
Aeroplanes and Dirigibles of War,"Talbot, Frederick Arthur Ambrose",793,16936,0
The Wouldbegoods: Being the Further Adventures of the Treasure Seekers,"Nesbit, E. (Edith)",794,12718,2
A Sentimental Journey Through France and Italy,"Sterne, Laurence",804,16524,0
This Side of Paradise,"Fitzgerald, F. Scott (Francis Scott)",805,5958,0
Philoktetes,Sophocles,806,16218,1
Hunted Down: The Detective Stories of Charles Dickens,"Dickens, Charles",807,4793,16
Holiday Romance,"Dickens, Charles",809,4793,17
George Silverman's Explanation,"Dickens, Charles",810,4793,18
The Tragical History of Doctor Faustus: From the Quarto of 1616,"Marlowe, Christopher",811,11315,1
Hunting Sketches,"Trollope, Anthony",814,17428,1
Democracy in America — Volume 1,"Tocqueville, Alexis de",815,17293,0
Democracy in America — Volume 2,"Tocqueville, Alexis de",816,17293,1
The Aeroplane Speaks,"Barber, H. (Horatio)",818,953,0
The History of the Telephone,"Casson, Herbert Newton",819,3044,0
Dombey and Son,"Dickens, Charles",821,4793,19
Speeches: Literary and Social,"Dickens, Charles",824,4793,20
Gulliver's Travels into Several Remote Nations of the World,"Swift, Jonathan",829,16883,1
The Argonautica,"Apollonius, Rhodius",830,502,0
Four Arthurian Romances,"Chrétien, de Troyes, active 12th century",831,3316,0
Robin Hood,"McSpadden, J. Walker (Joseph Walker)",832,11818,0
The Theory of the Leisure Class,"Veblen, Thorstein",833,17806,0
The Memoirs of Sherlock Holmes,"Doyle, Arthur Conan",834,5036,12
"The Grey Brethren, and Other Fragments in Prose and Verse","Fairless, Michael",835,5664,2
The Phoenix and the Carpet,"Nesbit, E. (Edith)",836,12718,3
The Story of the Amulet,"Nesbit, E. (Edith)",837,12718,4
"Jasmin: Barber, Poet, Philanthropist","Smiles, Samuel",838,15994,2
New Arabian Nights,"Stevenson, Robert Louis",839,16557,39
Lorna Doone: A Romance of Exmoor,"Blackmore, R. D. (Richard Doddridge)",840,1717,0
"Men, Women and Ghosts","Lowell, Amy",841,10788,1
Memoirs of Carwin the Biloquist (A Fragment),"Brown, Charles Brockden",842,2338,1
The Life of Francis Marion,"Simms, William Gilmore",843,15880,0
The Importance of Being Earnest: A Trivial Comedy for Serious People,"Wilde, Oscar",844,18672,5
The Life of General Francis Marion,"Weems, M. L. (Mason Locke)",846,18343,0
Lays of Ancient Rome,"Macaulay, Thomas Babington Macaulay, Baron",847,11015,0
The Black Arrow: A Tale of the Two Roses,"Stevenson, Robert Louis",848,16557,40
